,title,content,datetime
1099,民航局：已有部分国家对尽快恢复航线给予积极回应,【民航局：已有部分国家对尽快恢复航线给予积极回应】2月6日下午，国务院应对新型冠状病毒感染的肺炎疫情联防联控机制举行新闻发布会。受疫情影响，目前很多外国航空公司宣布暂停往来中国大陆的航班。对此，民航局运输司司长于彪表示，民航局已向各国民航主管部门发出70多份函件，主要想表明我国在防疫以及海关检疫等方面采取了必要、有效的措施，打消不必要的担心。“已有一些国家对尽快恢复航线给予了积极的回应。”于彪说。（澎湃新闻）,2020-02-06 15:50:51
1100,恒指午后一度涨超3% 石油股与医药股持续拉升,【行情】港股午后持续上涨，恒指涨幅扩大至3%，国企指数上涨3.02%，红筹指数上涨3.41%，石油、高铁基建、航空股领涨。,2020-02-06 14:10:29
1101,恒指涨幅扩大至3%,【恒指涨幅扩大至3%】港股午后持续上涨，恒指涨幅扩大至3%，石油、高铁基建、航空股领涨。,2020-02-06 14:06:30
1102,香港恒生指数窄幅震荡 收复27000点关口,【行情】2月6日，恒生指数高开高走，收复27000点关口，随后维持震荡走势；石油股和航空股造好，特斯拉概念股跌幅居前。（第一财经）,2020-02-06 12:00:44
1103,香港恒生指数窄幅震荡 收复27000点关口,【行情】2月6日，恒生指数高开1.45%，收复27000点关口，随后维持震荡走势；石油股和航空股造好，特斯拉概念股跌幅居前。（第一财经）,2020-02-06 09:58:44
1104,恒指高开1.45% 收复27000点关口,【行情】恒指高开1.45%，收复27000点关口；石油股和航空股造好，特斯拉概念股跌幅居前。（第一财经）,2020-02-06 09:20:44
1105,外交部要求意大利取消停止直航决定,【外交部要求意大利取消停止直航决定 意方同意临时恢复部分航班】据外交部网站7日消息，外交部副部长秦刚6日约见意大利驻华大使方澜意，表示中方对意方作出的过度反应和限制措施表示强烈不满，要求意大利方面取消停止直航的决定，同时做好在意滞留的中国公民的安置工作。方澜意表示，意方现阶段愿根据中方航空公司申请，尽快批准部分民航班次往返，并积极努力恢复两国间正常往来。（北晚新视觉网）,2020-02-07 10:42:46
1106,美股三大股指上涨 波音盘中涨超4%,【美股三大股指上涨 波音盘中涨超4%】美东时间周四，美股三大股指上涨。截止发稿，道指涨0.37%，纳指涨0.60%，标普500指数涨0.34%。波音涨幅扩大至4%；此前，美国联邦航空管理局局长Steve Dickson表示，国际航空安全监管机构可能会就让波音737 MAX复飞所需的设计修正达成一致。认证飞行可能在未来几周内进行。,2020-02-07 01:42:01
1107,国航调整中美航线结构及航班：保留北京至洛杉矶、纽约等航线,【国航调整中美航线结构及航班：保留北京至洛杉矶、纽约等航线】当地时间8日，中国国航发布中美航线结构及航班调整公告，公告称，虽受疫情影响，航空市场受到重大冲击，但为满足中美两国间人员往来的需要，保持与美国主要城市的通航，国航对运力进行了整合、航线结构和航班进行了调整，保留北京至洛杉矶、旧金山、纽约、华盛顿航线。中美航线航班如果有新的调整，国航将实时公布，旅客可通过国航官网、中国国航APP、国航服务热线95583或机票代理查询航班动态。（央视新闻）,2020-02-09 07:32:45
1108,民航局：学生旅客3月31日前机票可免费退改签,【民航局：学生旅客3月31日前机票可免费退改签】为进一步做好新型冠状病毒肺炎防控工作，根据各地开学时间不同程度推迟的实际情况，为方便学生旅客进行机票退改，民航局要求，自2月11日0时起，在该时间点之前已购买3月31日24时前航班机票的学生旅客，如在航班起飞前凭学生身份证明要求退票或将机票改期至3月31日24时前其他航班的，航空公司及其客票销售代理应为其免费办理，不得收取任何费用。（中国民航局）,2020-02-10 23:07:29
1109,港股低位震荡 航空股、澳门博彩股等跌幅居前,【港股低位震荡 航空股、澳门博彩股等跌幅居前】港股恒指收跌0.59%，行业板块多数下跌，航空股、澳门博彩股等跌幅居前。特斯拉概念股尾盘走强，赣锋锂业H股涨近14%；阿里影业收涨逾4%，其联合出品影片《1917》斩获奥斯卡多项大奖。,2020-02-10 16:09:08
1110,华夏航空：完成八地、18010件防疫物资运输,【华夏航空：完成八地、18010件防疫物资运输】华夏航空表示，2月5日、6日期间，该公司分别从喀什、和田、阿克苏、克拉玛依、塔城、吐鲁番、博乐等七个支线机场空运医疗物资，在库尔勒机场完成集结后，最终顺利运抵乌鲁木齐，总用时23小时，完成八地、18010件防疫物资的运输。（证券时报）,2020-02-10 13:25:10
1111,国际民航组织预测新冠肺炎对航空运输业影响重大,【国际民航组织预测新冠肺炎对航空运输业影响重大】加拿大蒙特利尔时间2月7日，国际民航组织(ICAO)在其第219届理事会上就新冠肺炎对航空运输业的影响做了深入分析。ICAO数据显示，新冠肺炎爆发导致中国农历新年期间的航班预订量大幅下降。据预测，从2020年2月到2020年3月，如果投放中国市场的座位数减少的比例保持现在的基本情况不变，旅客运输量将减少约1640万人次，2020年第一季度潜在收入损失约为41亿美元；如果投放中国市场的座位数减少幅度继续增加，旅客运输量将减少约1960万人次，潜在收入损失约为49亿美元。（一财）,2020-02-11 20:55:16
1112,港股恒指收涨超1% 内房股表现抢眼,【港股恒指收涨超1% 内房股表现抢眼】港股恒指收涨1.26%，航空、澳门博彩、影视传媒等板块反弹，吉利汽车涨超5%领涨蓝筹；内房股表现抢眼，融创中国涨超5%，中国恒大、碧桂园涨超3%。,2020-02-11 16:11:09
1113,民航局：1月份航空运输市场出现负增长,【民航局：1月份航空运输市场出现负增长】在今天举行的中国民航局新闻发布会上了解到，今年1月份，我国航空运输市场出现负增长。数据显示，1月份完成运输总周转量同比下降4.9%，1月份共完成旅客运输量同比下降5.3%。自1月下旬开始，航空客运市场一改春运后快速增长态势，出现了快速下降趋势。1月份共完成货邮运输量同比下降9.8%。1月23日后航班效益下滑，行业飞机日利用率降至5小时左右，航空公司客座率和载运率下滑至50%以下。2020年春运第一天（1月10日）至2月11日，共计保障航班同比下降24.48%。（央视新闻）,2020-02-12 16:09:00
1114,民航局：1107名滞留海外中国公民包机回国,【民航局：1107名滞留海外中国公民包机回国】民航局国际司司长梁楠介绍，1月31日起，根据外交部收集的海外中国公民求助信息，民航局积极协调国内航空公司安排包机，采取自愿购票原则，陆续从泰国、马来西亚、日本、越南、菲律宾、新加坡和印度尼西亚等国接回滞留当地的中国公民。截至2月9日，民航局已协调9架次包机接回滞留海外中国公民共1107名。（中新社）,2020-02-12 12:19:20
1115,民航局：统筹做好疫情防控和运输保障工作 有效保障企业复工复产,【民航局：统筹做好疫情防控和运输保障工作 有效保障企业复工复产】近日，民航局下发《关于加强新冠肺炎疫情科学防控 有效保障企业复工复产工作的通知》，要求行业各单位按照民航防控工作领导小组提出的“四保”要求，统筹做好疫情防控和运输保障工作，有效保障企业复工复产。民航局要求，针对企业的陆续复工复产，各航空公司、机场要提早科学研判人员返程规模和趋势，尽早研究部署，完善应对方案，合理安排运输。（证券时报）,2020-02-13 20:06:59
1116,港股恒指震荡收跌 流感概念股跌幅居前,【港股恒指震荡收跌 流感概念股跌幅居前】港股恒指收跌0.34%，芯片股、内房股走强，航空股、流感概念股下跌；个股方面，小米涨超3%，腾讯涨超1%创2018年6月以来新高。,2020-02-13 16:12:37
1117,美联航暂停往返中国航班至4月24日,【美联航暂停往返中国航班至4月24日】美国联合航空公司周四宣布，将暂停美国往返北京、成都、上海和香港的航班至4月24日。同时暂停销售合作伙伴航空公司往返美国和中国的前程万里 (MileagePlus)奖励旅行和航班的机票，直至4月24日为止。（第一财经）,2020-02-14 03:55:25
1118,民航局：已办理退票超2000万张 近期不会出现返程高峰,【民航局：已办理退票超2000万张 近期不会出现返程高峰】国务院联防联控机制15日下午在国新办举行新闻发布会，介绍春运返程疫情防控工作有关情况。民航局副局长李健在会上表示，受疫情的影响，民航客流量大幅下降，从1月25日至2月14日，民航日均运输旅客47万人次，是去年同期的1/4。按照国家联防联控统一部署，为了有效减少人员的出行，民航局从1月21日开始，连续四次发布免费退票的政策。据统计，截至目前，中外航空公司共办理退票超过2000万张，票面金额超过200亿元。（央视新闻）,2020-02-15 17:15:37
1119,民航退票资金超200亿 国家或有进一步救市举措,【民航退票资金超200亿 国家或有进一步救市举措】“免费退票政策实行以来，截至目前，国内外航空公司共办理免费退票2000万张，涉及票面总金额超过200亿元。”中国民航局副局长李健2月15日在国务院新闻办发布会上透露，为最大限度减少旅客出行，降低旅客感染病毒风险，通过政策引导航空公司做好降低客流工作。而这也意味航空公司将承担退票后的巨大资金压力，或将有严重的流动性危机。对此，李健向21世纪经济报道独家透露，目前国家在做制度安排，考虑出台一些补贴政策。（21世纪经济报道）,2020-02-15 15:56:07
1120,中外航空公司免费办理退票2000万张,【中外航空公司免费办理退票2000万张】民航局副局长李健：从1月25日至2月14日，民航日均运输旅客量47万人次，是去年同期的四分之一。从1月21日开始，民航局连续四次发布免费退票政策，据统计，截至目前中外航空公司共办理退票2000万张，票面金额超200亿元。（央视新闻）,2020-02-15 14:44:42
1121,疫情防控致不可抗力 消费者能否让航空公司全额退票？,【疫情防控致不可抗力 消费者能否让航空公司全额退票？】记者注意到，疫情发生以来，不少购买了机票的旅客由于疫情防控因素主动或被动改变出行行程，退票费用成为很多人关注的热点问题。据统计，春节以来民航累计旅客运输量仅为1021万人次，比去年春运同期大幅下降了70%，平均客座率不到45%。免费退票政策实行以来，截至2月10日，国内外航空公司共办理免费退票1900多万张，涉及票面总金额超过200亿元。（中国经济周刊）,2020-02-16 02:56:25
1122,发改委：同意实施兰州中川机场三期扩建工程 项目总投资335.5亿元,【发改委同意实施兰州中川机场三期扩建工程 项目总投资335.5亿元】据国家发展改革委2月17日消息，为适应航空业务量增长需要，加快构建兰州区域航空枢纽，提升机场综合保障能力和服务水平，完善区域综合交通运输体系，促进地方经济社会发展，同意实施兰州中川机场三期扩建工程。本期工程按满足2030年旅客吞吐量3800万人次、货邮吞吐量30万吨目标设计，项目总投资335.5亿元。（中证网）,2020-02-17 16:21:42
1123,A股三大股指集体上涨：创业板指涨逾3% 航天航空板块领涨,A股三大股指集体上涨，创业板指涨逾3%，航天航空板块领涨，洪都航空等多股涨停。此外，农药、农业种植、快递、船舶制造等板块也涨幅居前。,2020-02-17 13:45:21
1124,A股三大股指集体上涨：创业板指涨逾3% 航天航空板块领涨,A股三大股指集体上涨，创业板指涨逾3%，航天航空板块领涨，洪都航空等多股涨停。此外，农药、农业种植、快递、船舶制造等板块也涨幅居前。,2020-02-17 13:33:21
1125,军队增派支援武汉抗击新冠肺炎疫情的又一批医护人员抵达武汉,【军队增派支援武汉抗击新冠肺炎疫情的又一批医护人员抵达武汉】17日上午，军队增派支援武汉抗击新冠肺炎疫情的又一批1200名医护人员抵达武汉。至此，军队增派的2600名医护人员已全部投入支援。这批医护人员和卫生物资，分别通过航空和铁路输送抵达武汉。2月13日先期抵达的1400人承担武汉市泰康同济医院确诊患者医疗救治任务，已开始接收患者。今天抵达的这批医护人员将根据湖北省妇幼保健院光谷院区建设进度，第一时间展开相关医疗救治工作。（新华视点）,2020-02-17 12:18:24
1126,两市高开高走创业板指涨3.2%,【两市高开高走创业板指涨3.2% 行业板块全线走高】早盘三大股指集体高开，随后持续拉升，创业板指表现强势涨超3%。农业农药、军工等概念股盘中轮番异动拉升，市场板块个股全线走高，多头情绪较为亢奋。盘面上看，航天航空、草甘膦、农药等板块涨幅居前。截至午间收盘，沪指涨1.3%，报收2955点；深成指涨2.01%，报收11136点；创业板指涨3.23%，报收2136点。沪股通净流入24.91亿，深股通净流入20.16亿。,2020-02-17 11:34:11
1127,A股三大股指集体上涨：创业板指涨逾3% 航天航空板块领涨,A股三大股指集体上涨，创业板指涨逾3%，航天航空板块领涨，洪都航空等多股涨停。此外，农药、农业种植、快递、船舶制造等板块也涨幅居前。,2020-02-17 11:30:21
1128,A股三大股指全线上涨 创业板指涨幅扩大至3%,A股三大股指全线上涨，创业板指涨幅扩大至3%，航天航空板块领涨，中航机电等多股涨停。此外，农药、农业种植、快递等板块也涨幅居前。,2020-02-17 11:03:09
1129,美政府想卡断C919的发动机？,【美政府想卡断C919的发动机？专家：禁售会加速国产大飞机发动机研制进程】据环球时报，《华尔街日报》和《纽约时报》15日均引述不具名消息源报道称，特朗普政府考虑阻止通用电气公司向中国出口LEAP-1C航空发动机，理由是担心该发动机的技术被中国“逆向仿制”。专家表示，中国目前没有大飞机引擎的相应产品，但有研制计划。美国的禁售会加速国产大飞机发动机研制进程。（环球时报）,2020-02-17 11:00:41
1130,春秋航空：拟公开发行不超50亿元公司债,【春秋航空：拟公开发行不超50亿元公司债】春秋航空(601021)2月18日晚间披露公开发行2020年公司债券预案，发行总额不超过50亿元，扣除发行费用后，将用于补充流动资金、偿还计息负债等用途。（证券时报）,2020-02-18 18:36:31
1131,A股三大股指震荡 航天航空板块持续走强,A股三大股指震荡，航天航空板块持续走强，航发科技等多股涨停。此外，3D摄像头、氟化工、稀土永磁、光刻胶等板块也涨幅居前。农药、农业种植、钛白粉等板块领跌两市。,2020-02-18 13:40:37
1132,航空央企是否是重组好机会？国资委：尊重企业自身意愿,【航空央企是否是重组好机会？国资委：尊重企业自身意愿】针对现阶段航空企业是否迎来重组好机会的问题，2月18日，国资委副主任任洪斌在国新办发布会上表示，航空央企的重组整合要尊重企业自身意愿，按照企业自身发展需求，国资委会像以往的结构调整一样去支持企业。不过，航空央企现在的主要任务是抗击疫情，如何执行好包机任务。（中国证券网）,2020-02-18 12:34:19
1133,A股三大股指震荡 航天航空板块持续走强,A股三大股指震荡，航天航空板块持续走强，航发科技等多股涨停。此外，3D摄像头、氟化工、稀土永磁、光刻胶等板块也涨幅居前。农药、农业种植、钛白粉等板块领跌两市。,2020-02-18 11:30:37
1134,大飞机概念股开盘继续走强,【大飞机概念股开盘继续走强】大飞机概念股开盘继续走强，航发动力、航发控制、银邦股份、航发科技涨停，中航重机、航天动力、洪都航空等大幅拉升。,2020-02-18 09:40:26
1135,港股恒指收涨0.46% 电池、纸业、航空板块走强,【港股恒指收涨0.46% 电池、纸业、航空板块走强】香港恒生指数收涨0.46%，电池、纸业、航空板块走强，玖龙纸业涨超8%，比亚迪股份涨超6%，南方航空、东方航空涨超2%。,2020-02-19 16:09:32
1136,18家航企已推出复工包机服务：多地政府补贴企业赴外地接人,【18家航企已推出复工包机服务：多地政府补贴企业赴外地接人】2月18日晚间至2月19日早间，多家国内航空公司发布接受政府、企业包机的通知，主要内容为针对全国各地企业推出复工包机业务。截至2月19日上午，据不完全统计，至少已有18家航空公司已发布了相关包机服务通知，它们分别是南方航空、东方航空、中国联合航空、吉祥航空、厦门航空、春秋航空、九元航空、昆明航空、四川航空、山东航空、金鹏航空、青岛航空、重庆航空、福州航空、长安航空、河北航空、北部湾航空、多彩贵州航空。（澎湃新闻）,2020-02-19 12:00:51
1137,海航集团董事长赴海航美兰基地调研生产恢复情况,【海航集团董事长赴海航美兰基地调研生产恢复情况】海航集团公众号消息，20日，海航集团董事长陈峰深入工作一线，调研疫情防控工作，检查生产恢复情况。在美兰基地运行指挥中心视察期间，海航控股、首都航空、天津航空、金鹏航空等企业的负责人分别汇报了疫情防控工作及生产经营的恢复情况。（e公司）,2020-02-20 19:12:25
1138,知情人士：海航相关传闻不准确 各方一直在努力,【知情人士：海航相关传闻不准确 各方一直在努力】2月19日晚间网上突然传出国内第四大航空公司海南航空要被接管的消息。传言称，受疫情打击，原本就资金链极度紧张的海航集团终于撑不住了，将由海南省政府出面接管。海航集团被按管之后的资产将被国航、南航、东航等航司分割。21世纪经济报道2月20日从接近消息源的知情人士那里了解到，上述相关传闻不准确，海航以及相关方一直在努力解决海航面对的问题。（21世纪经济报道）,2020-02-20 13:49:33
1139,海航高管否认将被接管等传闻,【海航集团高管否认将被接管等传闻】市场传言称海航集团有限公司总部所在的海南省政府，正在谈判接管负债累累的海航集团，并将处置名下航空资产。今日早间，海航集团一位高管否认了这一传闻，他表示相关传闻并不确切，他从未了解到关于海航集团的接管、拆分或重组等相关信息。（中国经营网）,2020-02-20 11:02:45
1140,海南航空恢复近450余航班 助力复工复产,【海南航空恢复近450余航班 助力复工复产】海南航空公众号2月21日消息，2月22日-29日期间，海南航空将陆续恢复从北京、上海、广州、深圳、杭州、海口、成都、重庆、贵阳、昆明、大连、三亚、郑州、长沙、济南等地始发的450余个航班。（证券时报）,2020-02-21 20:29:27
1141,伯克希尔哈撒韦公司第四季度前十大持仓股今日公布,【伯克希尔哈撒韦公司第四季度前十大持仓股公布】伯克希尔哈撒韦公司第四季度前十大持仓股分别为：American Express，穆迪，Delta航空，美国银行，美国合众银行，可口可乐，纽约梅隆银行，富国银行，苹果，摩根大通。（智通财经网）,2020-02-22 21:37:46
1142,东方航空：计划恢复国际航线5条 国内航线163条,【东方航空：计划恢复国际航线5条 国内航线163条】东方航空23日消息，为保障全国企业有序复工及旅客顺利便捷出行，东航计划恢复国际航线5条，国内航线163条。此批航线包含上海、北京、广州、成都、西安、南京等务工需求较大的城市。（证券时报）,2020-02-23 20:37:32
1143,海南省委常委、常务副省长毛超峰调研美兰机场、海南航空,【海南省委常委、常务副省长毛超峰调研美兰机场、海南航空】2月21日下午，海南省委常委、常务副省长毛超峰一行调研美兰机场和海南航空抗击疫情、复工复产情况。海航集团党委书记、董事长陈峰陪同调研。 （e公司）,2020-02-23 13:04:51
1144,韩国一航班被以色列拒绝后原路返回,【韩国一航班被以色列拒绝后原路返回】当地时间2月22日晚（北京时间2月23日凌晨），韩国大韩航空KE957航班降落以色列本古里安机场后，航班上近200名韩国等国（非以色列）乘客被拒绝进入以色列国土，12名以色列乘客被直接运送回家隔离14天。（央视）,2020-02-23 08:07:19
1145,万丰奥威：拟24.18亿元收购万丰飞机55%股权,【万丰奥威：拟24.18亿元收购万丰飞机55%股权】万丰奥威(002085)2月24日晚间公告，公司拟以现金24.18亿元购买万丰航空持有的万丰飞机55%股权。万丰航空与公司的控股股东均为万丰集团，本次交易事项构成关联交易。交易完成后，公司将新增通用航空飞机制造业务板块，实现从汽车零部件向飞机整机及核心零部件制造的转型升级。（证券时报）,2020-02-24 21:32:37
1146,吉林延吉机场加强韩国航班人员防控,【吉林延吉机场加强韩国航班人员防控】结合韩国当前新冠肺炎疫情形势，延吉朝阳川国际机场于昨夜采取专项防控措施：针对韩国进港航班采用专门廊桥、专人保障、专用通道，确保国内航班和国际航班物理隔离；加强与州、市政府，120急救中心、疾控力量配合，密切与海关、边防、地方公安部门合作，做好疫情联防联控；安排专人保障国际航班；做好航空器消杀、候机楼消杀、通风工作，同时做好旅客信息安全工作。近期，延吉机场每天平均要保障2个韩国航班到港，日均350人左右。（央视）,2020-02-24 14:11:59
1147,机场航运、酒店旅游持续走弱,【机场航运、酒店旅游持续走弱】机场航运、酒店旅游持续走弱，中国国航、春秋航空、上海机场、长白山、中视传媒、锦江酒店、首旅酒店等跌逾4%。,2020-02-24 09:59:19
1148,海航董事长陈峰：心无旁骛抓好疫情防控及复工复产 坚定不移化解流动性风险,【海航董事长陈峰：心无旁骛抓好疫情防控及复工复产 坚定不移化解流动性风险】海航集团方面25日表示，2月24日，海航集团抗击疫情恢复生产动员大会在海口海航大厦及相关视频会场召开。董事长陈峰要求海航广大党员和管理干部统一思想认识，心无旁骛抓好疫情防控及复工复产，扎实做好航空运营安全工作，坚定不移化解流动性风险。海航集团指出，此次动员大会是集团在抗击疫情、恢复生产、全面化解流动性困难的关键时期召开的一次重要会议，明确了目标，统一了思想，坚定了信念。（证券时报）,2020-02-25 19:34:08
1149,沈阳：经韩国返回的中国籍人员隔离14天,【沈阳：经韩国返回的中国籍人员隔离14天】据沈阳发布消息，对经韩国返沈中国籍人员，在充分征求本人意见的基础上，采取居家隔离与集中安置相结合的防控措施。隔离时间均为14天，并全部进行核酸检测。对不具备居家隔离条件的，则采取集中安置的方式进行隔离。同时，鼓励返沈人员先到集中安置宾馆进行核酸检测，无异常后再继续进行居家隔离。除中国籍人员外，还有经韩国来沈的外籍人员。在航班降落前，航空公司已经指导他们填写了《健康声明表》。入关时，机场海关人员认真细致核实了外籍人员的《健康声明表》，核实无误后准许入关。（一财）,2020-02-25 19:12:25
1150,大韩航空1名乘务员确诊感染,【大韩航空1名乘务员确诊感染】据韩联社报道，韩国航空业界25日透露，大韩航空1名客舱乘务员被确诊感染新冠肺炎。 大韩航空已暂时关闭仁川机场的乘务员办公室，确诊乘务员乘坐的航班和感染途径等正在调查确认中。（人民日报）,2020-02-25 12:49:31
1151,与意大利接壤国家召开紧急会议讨论新冠肺炎疫情,【与意大利接壤国家召开紧急会议讨论新冠肺炎疫情】奥地利时间24日下午，奥地利总理联合奥地利内政部长、卫生部长召开紧急会议后举行联合新闻发布会，宣布新冠肺炎疫情在意大利迅速发展并出现6人死亡后，奥地利的应对政策。奥地利政府决定暂时不采取边境管控措施。奥地利联邦总理库尔茨表示，虽然不会有边境管控，但与邻国的信息警告互通将更密切，边境一旦发现可疑情况将随时阻止包括火车在内的各种车辆通行；在航空领域，维也纳国际机场的体温检测范围也将进一步扩大。与意大利接壤的奥地利克恩顿州州长目前建议民众不要前往意大利。由于意大利北部疫情严重，与其接壤的瑞士提契诺州要求紧急关闭瑞意边境。据统计，每天大约有6.8万名跨境雇员从意大利进入瑞士提契诺州通勤上班。瑞士政府尚未考虑采取进一步措施。（央视新闻）,2020-02-25 12:20:50
1152,湖北等疫情严重地区暂不恢复航线运输,【民航局：湖北等疫情严重地区暂不恢复航线运输】民航局24日召开新冠肺炎疫情防控工作领导小组扩大会议。会议指出，当前湖北等疫情严重地区还是要以防扩散为主，除应急运输外，暂不恢复航线运输；其它地区陆续复工复产，逐步恢复正常客运，为其提供航空运输支持。（中国民航局）,2020-02-25 11:11:45
1153,韩国仁川飞山东威海航班5名乘客发热 163人集中观察,【韩国仁川飞山东威海航班5名乘客发热 163人集中观察】记者从威海市委宣传部获悉，2月25日上午10:15，由韩国仁川飞抵威海的济州航空7C8501航班降落在威海大水泊国际机场。机上共载有163名旅客，其中19名韩国乘客、3名美国乘客、1名乌克兰乘客，其余为中国乘客。经现场检查，发现有5名乘客体温异常。（央视新闻）,2020-02-26 16:28:07
1154,东方航空恢复第一批国际航班,【东方航空恢复第一批国际航班】2月27日，记者从东方航空(600115)了解到，2月25日和2月26日，东航昆明—仰光航班和昆明—曼德勒航班相继复航，预示着东方航空恢复了第一批国际航班。（中证网）,2020-02-27 19:52:37
1155,成都通报159名入境人员去向：目前在成都境外人士中无确诊病例,【成都通报159名入境人员去向：目前在成都境外人士中无确诊病例】记者了解到，2月27日凌晨抵达成都的韩亚航空OZ323航班，共入境159人(其中外籍人士84人)，疾控部门会同海关、公安等部门，对抵达乘客进行了体温检测，体温均正常。据介绍，159名入境人员全部填写了个人健康申报表，并在飞机抵达双流国际机场后，通过专用转运车和专用通道，抵达疫情防控检测点。（人民日报）,2020-02-27 15:46:04
1156,航空发动机概念股拉升,【航空发动机概念股拉升】航空发动机概念股拉升，航发科技拉升封板，航天动力、航发动力、航发控制等跟涨。,2020-02-27 10:31:57
1157,机票可以多便宜？最低0.3折 深圳飞成都只要50元！,【机票可以多便宜？最低0.3折 深圳飞成都只要50元！】21世纪经济报道记者采访携程相关人士了解到，通过携程平台数据观察，目前部分机票折扣力度非常大。以上海飞重庆为例，2月29日，最低出现了0.3折的机票价格(春秋航空)，仅为49元/张。（21世纪）,2020-02-28 17:06:58
1158,目前国航航班可通往六大洲的48个航点,【目前国航航班可通往六大洲的48个航点】中国国际航空2月28日披露2、3月份国际及地区航线航班恢复计划，据悉，目前国航的航班可通往六大洲的48个航点。（证券时报）,2020-02-28 16:13:12
1159,外交部澄清“韩国人来华避难”传言：航班乘客大多数是中国人,【外交部澄清“韩国人来华避难”传言：航班乘客大多数是中国人】近期，互联网上有传言声称，“韩国来华航班爆满，大批韩国人来华避难”。对此，中国外交部发言人赵立坚28日表示，经向有关部门了解，自新冠肺炎疫情发生后，由于航空公司缩减航班，客观上导致韩国来华航班满座。但近期从韩国来华的乘客绝大多数都是在韩的中国公民。（环球网）,2020-02-28 15:49:21
1160,海航“被接管”？权威知情人士说不能“想当然”,【海航“被接管”？权威知情人士说不能“想当然”】权威知情人士称，海航集团不会被接管，海南航空也不会被拆分。（第一财经）,2020-02-29 20:34:00
1161,深圳机场53条国内航线恢复运行,【深圳机场53条国内航线恢复运行】近期，广东深圳机场在疫情期间取消的部分航班，已开始陆续恢复运行。据深圳机场介绍，本周起，深圳机场各运营航空公司陆续恢复了往返深圳至北京、上海、成都等47个城市的国内航线53条，执行的航班架次达到2400余班，重点加大了通往西南地区、华中地区等劳务输出大省的“复工航线”的密度，保障各地返深复工需求。（证券时报网）,2020-02-29 14:10:49
1162,以色列新冠肺炎确诊患者累计10人,【以色列新冠肺炎确诊患者累计10人】当地时间3月1日，截至记者发稿时，以色列新冠肺炎患者已达10人。有些患者是在“钻石公主”号邮轮上被感染，有些患者是从意大利返回以色列的人及其妻子。有媒体称，以色列共有7人感染新冠病毒，指的是在以色列境内被确诊的患者。另据报道，以色列航空公司表示，由于新冠肺炎暴发造成的经济损失，正在制定一项解雇约一千名员工的计划。（央视新闻）,2020-03-01 18:14:33
1163,美国航空公司暂停飞往意大利米兰的航班至4月24日,【美国航空公司暂停飞往意大利米兰的航班至4月24日】据《今日美国》消息，美国航空公司宣布，计划从当地时间3月1日至4月24日，暂停所有美国飞往意大利米兰的航班。报道称，这项决定是在美国政府将赴意旅游警示调至最高级后数小时内宣布的。（环球网）,2020-03-01 15:06:35
1164,海航本月初将恢复近2000个航班,【海航本月初将恢复近2000个航班】海南日报记者3月1日从海南航空获悉，为保障返岗复工人员出行需求，为各地企事业单位复工复产提供快捷的航班运输服务，该公司将在2月底恢复450余班的基础上，于3月1日至7日期间陆续恢复近2000个航班。（海南日报）,2020-03-02 08:26:58
1165,暴跌之际 巴菲特又出手了！4500万美元增持这只股 在别人恐惧时贪婪？,【暴跌之际 巴菲特又出手了！4500万美元增持这只股 在别人恐惧时贪婪？】“股神”巴菲特又出手了。据外媒报道，沃伦·巴菲特执掌的伯克希尔哈撒韦公司上周花费约4530万美元增持了美国第二大航空公司达美航空的股份，趁公司上周股价大跌的机会逢低买进。,2020-03-03 16:14:21
1166,南航通航拟出让50%股权进行混改 改后南航仅占股40%,【南航通航拟出让50%股权进行混改 改后南航仅占股40%】21世纪经济报道3月3日从北交所获悉，拥有亚太地区最大的直升机机队和运营基地的南航通用航空有限公司正在北交所挂牌混改，拟出让50%股权吸引2到4名战略投资者。（21世纪）,2020-03-03 15:43:48
1167,航发控制：国际合作业务将保持稳定增长,【航发控制：国际合作业务将保持稳定增长】3月3日，航发控制总经理朱静波表示，公司与通用电气、霍尼韦尔、罗罗公司、赛峰、伍德沃德等国际著名企业建立了良好的合作关系并签署了长期合作协议，通过转包生产为客户提供民用航空精密零部件的转包生产，如航空发动机摇臂、飞控系统和燃油系统滑阀偶件。国际合作业务毛利率为20%以上，未来增长将随着国际航空、民航业务发展变化而变化。未来该部分业务从目前来看保持稳定增长。（证券时报）,2020-03-03 15:24:28
1168,两部委发布关于民航运输企业新冠肺炎疫情防控期间资金支持政策的通知,【两部委发布关于民航运输企业新冠肺炎疫情防控期间资金支持政策的通知】疫情防控期间，中央财政对执飞往返我境内航点(不含港澳台地区)与境外航点间的国际定期客运航班的中外航空公司，以及按照国务院联防联控机制部署执行重大运输飞行任务的航空公司给予资金支持。（中国民航局）,2020-03-04 18:14:40
1169,南航开经营极度困难应对方案宣贯会？系正常内部会 未雨绸缪,【南航开经营极度困难应对方案宣贯会？系正常内部会 未雨绸缪】3月3日，一张在网络上流传的图片显示，南航集团开了一次“经营极度困难应对方案宣贯会”，由此引发市场担忧猜测。对此，3月4日，记者以投资者身份致电南方航空证券办公室，工作人员称，该会议更多是一个起预防作用的会议，对内对下传导压力，起到未雨绸缪的作用，是一个正常的内部会议，不用过度解读。（澎湃新闻）,2020-03-04 16:33:59
